grafo_id,n,p,optimizer,seed,r_final
14,12,2,cobyla,17,0.802173
14,12,2,cobyla,18,0.819989
14,12,2,cobyla,19,0.819989
14,12,2,random,0,0.811555
14,12,2,random,1,0.81517
14,12,2,random,2,0.812984
14,12,2,random,3,0.823346
14,12,2,random,4,0.810718
14,12,2,random,5,0.815523
14,12,2,random,6,0.815266
14,12,2,random,7,0.804378
14,12,2,random,8,0.809113
14,12,2,random,9,0.813574
14,12,2,random,10,0.804069
14,12,2,random,11,0.804945
14,12,2,random,12,0.811569
14,12,2,random,13,0.819834
14,12,2,random,14,0.810247
14,12,2,random,15,0.812419
14,12,2,random,16,0.815146
14,12,2,random,17,0.807202
14,12,2,random,18,0.807528
14,12,2,random,19,0.806755
14,12,2,cobyla_restart,0,0.825481
14,12,2,cobyla_restart,1,0.825481
14,12,2,cobyla_restart,2,0.825481
14,12,2,cobyla_restart,3,0.825481
14,12,2,cobyla_restart,4,0.825481
14,12,2,cobyla_restart,5,0.825481
14,12,2,cobyla_restart,6,0.825481
14,12,2,cobyla_restart,7,0.825481
14,12,2,cobyla_restart,8,0.825481
14,12,2,cobyla_restart,9,0.825481
14,12,2,cobyla_restart,10,0.825481
14,12,2,cobyla_restart,11,0.825481
14,12,2,cobyla_restart,12,0.825481
14,12,2,cobyla_restart,13,0.825481
14,12,2,cobyla_restart,14,0.825481
14,12,2,cobyla_restart,15,0.825481
14,12,2,cobyla_restart,16,0.825481
14,12,2,cobyla_restart,17,0.825481
14,12,2,cobyla_restart,18,0.825481
14,12,2,cobyla_restart,19,0.825481
